Zipcode,Order Date,Gender,Style,Price,Quantity,Shipment,Cost
62771,2023-08-07,Female,Style 207,2960,7,Sea,700
13910,2023-09-24,Female,Style 457,3240,10,Air,4050
54273,2023-06-17,Male,Style 1481,1510,6,Sea,2450
88309,2023-07-07,Female,Style 1035,3010,3,Sea,700
14582,2023-07-13,Male,Style 2,1380,4,Rail,7300
41216,2023-10-11,Male,Style 687,900,7,Air,4650
26133,2023-01-25,Male,Style 1148,3370,2,Sea,2300
59258,2023-03-11,Female,Style 629,410,6,Air,900
25027,2023-12-23,Male,Style 1038,2240,4,Air,1250
30571,2023-05-05,Female,Style 736,2440,10,Sea,4150
45665,2023-01-19,Male,Style 983,1080,10,Air,4200
14559,2023-08-03,Female,Style 439,2510,7,Air,4800
44657,2023-07-01,Female,Style 1071,690,10,Air,350
62117,2023-09-27,Female,Style 1135,160,6,Air,5750
77280,2023-06-10,Male,Style 1020,990,10,Sea,3200
27360,2023-05-09,Male,Style 921,1620,6,Air,800
42440,2023-07-14,Female,Style 705,1390,7,Sea,3500
99633,2023-05-11,Female,Style 30,440,3,Sea,3350
57424,2023-11-20,Female,Style 1426,630,2,Rail,5200
65252,2023-03-15,Female,Style 618,1030,7,Sea,7300
33636,2023-04-07,Male,Style 586,400,7,Sea,5100
59966,2023-11-07,Male,Style 1354,3330,4,Air,1600
62770,2023-04-16,Female,Style 1140,1770,6,Sea,7300
54153,2023-06-22,Female,Style 207,2840,4,Air,6000
72071,2023-09-01,Female,Style 406,520,2,Air,5250
38186,2023-09-03,Male,Style 777,1470,10,Sea,3550
59934,2023-12-09,Female,Style 1358,1100,6,Air,6700
49042,2023-02-08,Male,Style 831,2660,7,Sea,3200
81024,2023-02-15,Male,Style 1495,2720,2,Sea,350
63610,2023-08-25,Female,Style 106,1630,3,Sea,300
50932,2023-02-24,Female,Style 829,1420,4,Sea,5700
36092,2023-10-07,Female,Style 1394,2680,10,Sea,2500
58418,2023-11-10,Male,Style 811,1800,8,Air,6750
81855,2023-01-27,Male,Style 515,20,3,Air,450
54380,2023-02-20,Male,Style 1271,2970,7,Air,6950
78956,2023-06-28,Female,Style 1280,1540,4,Rail,2650
96413,2023-05-25,Female,Style 886,3320,3,Sea,5500
81028,2023-09-17,Male,Style 649,1370,10,Air,7150
85089,2023-12-13,Female,Style 1506,1040,10,Sea,5750
58432,2023-06-16,Male,Style 344,400,10,Sea,6850
39856,2023-02-18,Male,Style 787,640,10,Air,4750
21208,2023-05-17,Female,Style 1029,2580,6,Air,4350
45463,2023-06-09,Male,Style 421,50,3,Sea,1600
56601,2023-08-05,Female,Style 1395,2170,10,Sea,6200
66940,2023-02-03,Male,Style 423,2830,8,Air,800
41570,2023-08-20,Male,Style 592,2120,10,Sea,1800
86919,2023-03-04,Male,Style 640,310,8,Sea,6000
51262,2023-11-18,Male,Style 1190,1820,10,Sea,3900
54085,2023-11-10,Male,Style 83,730,6,Sea,4150
95707,2023-02-13,Male,Style 831,710,3,Sea,3050
93295,2023-08-15,Female,Style 1279,1820,10,Air,6650
25330,2023-02-23,Male,Style 1184,2770,10,Air,4350
82442,2023-09-23,Female,Style 846,670,8,Rail,4650
63440,2023-07-12,Female,Style 1509,1420,6,Sea,6800
97677,2023-04-17,Male,Style 399,540,4,Sea,5450
74851,2023-06-20,Male,Style 215,2520,3,Air,4750
56575,2023-06-21,Female,Style 99,1040,10,Air,5900
29557,2023-04-12,Female,Style 504,2720,3,Air,5700
23433,2023-05-13,Female,Style 891,200,7,Rail,2200
42790,2023-08-01,Male,Style 1237,2120,6,Sea,2450
84889,2023-03-23,Male,Style 55,2670,7,Air,6150
64097,2023-05-26,Male,Style 24,1480,7,Air,3200
86413,2023-09-09,Female,Style 521,690,3,Air,5900
88411,2023-09-19,Female,Style 698,560,3,Rail,6600
54509,2023-02-23,Male,Style 985,3250,3,Air,2000
51819,2023-11-23,Female,Style 326,430,6,Rail,1700
38487,2023-06-12,Male,Style 1009,980,8,Air,2700
46520,2023-01-02,Male,Style 1198,2560,7,Sea,7050
95427,2023-10-03,Female,Style 1495,2640,8,Sea,1900
75043,2023-12-09,Female,Style 836,130,8,Sea,400
61869,2023-10-03,Male,Style 794,2380,4,Sea,2650
80323,2023-09-22,Male,Style 1253,1020,3,Air,1900
78242,2023-10-21,Male,Style 824,1800,7,Sea,1750
19009,2023-02-11,Male,Style 1333,880,8,Air,3700
89403,2023-05-27,Male,Style 591,1540,10,Air,7250
62560,2023-06-23,Male,Style 949,2550,2,Sea,4750
24426,2023-06-05,Male,Style 469,1400,7,Sea,1650
60698,2023-06-03,Female,Style 572,1010,2,Air,2950
37661,2023-09-02,Male,Style 928,1870,2,Air,4850
82718,2023-11-19,Female,Style 201,2600,6,Sea,1700
28358,2023-02-05,Female,Style 535,480,7,Rail,1400
73383,2023-07-27,Female,Style 86,1590,10,Air,4900
76680,2023-06-06,Female,Style 1004,3170,4,Air,2850
13525,2023-07-07,Female,Style 630,1330,3,Air,7000
97287,2023-04-21,Female,Style 179,2040,2,Sea,7300
70934,2023-07-09,Female,Style 53,2010,7,Air,6100
89465,2023-06-19,Female,Style 398,2810,7,Sea,7100
37206,2023-05-07,Female,Style 668,2790,7,Air,5200
40873,2023-08-25,Female,Style 750,1930,6,Air,4500
73674,2023-02-09,Male,Style 125,1980,8,Air,6200
39753,2023-04-19,Female,Style 506,1330,7,Air,7250
89626,2023-06-27,Female,Style 901,1520,4,Air,3300
45457,2023-07-19,Male,Style 563,890,4,Sea,7300
15343,2023-10-13,Female,Style 663,3270,7,Air,800
96316,2023-10-09,Female,Style 1346,2330,3,Sea,4250
31257,2023-03-25,Female,Style 279,3040,4,Sea,850
87616,2023-02-19,Male,Style 1376,200,3,Sea,1650
91961,2023-12-23,Female,Style 479,2730,7,Air,200
80749,2023-07-03,Female,Style 1169,1090,3,Air,6950
99460,2023-11-06,Female,Style 687,1200,10,Air,1350
69011,2023-04-15,Female,Style 912,3300,10,Air,750
36710,2023-12-14,Female,Style 949,2780,3,Air,2150
61409,2023-11-24,Male,Style 838,2020,7,Sea,6050
16645,2023-03-25,Male,Style 1297,1240,7,Air,1900
41688,2023-01-06,Female,Style 1241,400,3,Air,1900
42134,2023-05-10,Male,Style 752,510,2,Air,1350
65992,2023-10-09,Male,Style 884,3460,3,Air,5750
33459,2023-02-04,Male,Style 669,3130,10,Air,7150
56070,2023-07-08,Female,Style 107,2410,3,Sea,3400
13304,2023-09-04,Male,Style 961,1400,3,Sea,3800
50368,2023-08-28,Male,Style 148,1190,3,Air,3800
68448,2023-04-20,Female,Style 378,1480,10,Sea,3300
96888,2023-02-09,Male,Style 1433,1130,7,Sea,6450
22667,2023-09-23,Female,Style 433,3000,7,Air,3850
89232,2023-11-02,Female,Style 1369,2880,7,Sea,2000
61876,2023-09-15,Female,Style 1075,1490,3,Sea,6050
37394,2023-04-12,Male,Style 1235,1450,2,Sea,2050
56435,2023-05-03,Female,Style 611,1540,3,Sea,1950
45729,2023-07-23,Male,Style 649,330,8,Rail,2300
71402,2023-06-05,Female,Style 886,1060,4,Sea,5500
56047,2023-06-07,Male,Style 142,2200,6,Sea,4650
95450,2023-08-19,Female,Style 27,1930,2,Rail,5100
92557,2023-12-01,Male,Style 679,500,10,Sea,6050
52538,2023-11-23,Female,Style 960,2440,7,Sea,4000
62499,2023-06-25,Male,Style 457,340,10,Sea,1250
17312,2023-06-06,Male,Style 908,510,2,Sea,4300
99910,2023-11-18,Female,Style 1091,1410,3,Sea,5450
82357,2023-07-24,Male,Style 960,1400,3,Sea,4350
32920,2023-02-11,Male,Style 19,2610,10,Air,1550
81368,2023-09-04,Male,Style 905,3010,4,Sea,3550
39168,2023-02-24,Male,Style 1156,70,3,Air,150
53006,2023-09-07,Male,Style 1347,210,10,Sea,7100
20149,2023-01-07,Male,Style 488,3250,2,Air,5800
12498,2023-03-16,Female,Style 281,3140,4,Sea,2950
24078,2023-01-20,Female,Style 691,1010,6,Sea,5850
56012,2023-02-06,Female,Style 104,530,4,Air,5850
52680,2023-11-10,Male,Style 244,330,6,Air,2300
94880,2023-08-08,Female,Style 481,2760,10,Air,4350
73185,2023-09-08,Male,Style 1104,2180,7,Air,3250
66996,2023-06-23,Female,Style 537,250,8,Air,3050
74319,2023-09-15,Female,Style 902,690,10,Air,3600
25183,2023-04-10,Female,Style 678,2210,3,Air,1700
73679,2023-07-20,Female,Style 544,920,3,Air,4400
49328,2023-07-20,Male,Style 364,3100,4,Sea,550
90118,2023-06-16,Female,Style 1479,1280,8,Air,4900
72035,2023-03-11,Male,Style 1218,2710,3,Air,4550
83754,2023-08-14,Female,Style 172,2410,7,Sea,5150
26055,2023-12-27,Male,Style 842,2970,7,Sea,1400
16294,2023-11-15,Female,Style 591,830,2,Air,3950
81473,2023-12-09,Male,Style 607,2250,7,Air,500
65433,2023-08-19,Female,Style 807,2400,10,Rail,5500
99016,2023-04-12,Female,Style 1246,2210,3,Sea,1950
80445,2023-05-08,Female,Style 1352,2050,8,Sea,7200
93469,2023-01-14,Female,Style 144,2870,3,Sea,7050
56323,2023-06-27,Female,Style 1429,1520,7,Air,2550
58733,2023-04-21,Female,Style 240,2300,2,Air,4150
45808,2023-11-24,Male,Style 1307,2380,2,Air,1250
74990,2023-02-04,Female,Style 432,320,4,Air,450
27821,2023-04-20,Male,Style 305,2290,10,Rail,300
95407,2023-02-17,Male,Style 120,1110,8,Air,5800
52157,2023-09-04,Male,Style 986,1680,10,Sea,6500
23156,2023-04-10,Male,Style 826,2930,6,Air,6550
63609,2023-05-24,Male,Style 762,1350,3,Sea,6100
23222,2023-05-11,Male,Style 80,1890,3,Rail,6350
12311,2023-05-12,Male,Style 568,3200,10,Air,4350
35202,2023-10-07,Female,Style 1093,240,7,Air,350
80081,2023-12-04,Male,Style 885,2480,10,Air,1400
53597,2023-10-13,Female,Style 85,2950,7,Air,1800
81213,2023-05-11,Male,Style 1467,1170,3,Air,3650
21898,2023-07-28,Female,Style 1350,2260,6,Air,1700
36509,2023-01-28,Female,Style 583,1050,7,Air,2400
96570,2023-09-22,Female,Style 1215,740,4,Rail,1000
27144,2023-10-18,Female,Style 990,930,4,Sea,3600
11332,2023-01-05,Female,Style 618,790,10,Air,3050
68173,2023-01-13,Female,Style 831,600,7,Sea,4400
11932,2023-06-07,Male,Style 933,140,4,Air,3300
95453,2023-05-16,Male,Style 632,1950,6,Air,3700
76584,2023-11-27,Male,Style 15,1480,6,Air,750
19018,2023-10-28,Female,Style 611,1540,10,Air,6050
52069,2023-12-22,Female,Style 1021,2280,4,Sea,5450
71841,2023-08-06,Male,Style 855,1060,3,Air,4050
17556,2023-06-06,Male,Style 215,580,2,Sea,7000
31763,2023-11-02,Female,Style 438,3160,10,Air,2350
44361,2023-11-11,Male,Style 733,50,4,Air,5000
93330,2023-03-14,Female,Style 862,340,3,Sea,6150
69713,2023-09-12,Male,Style 165,3030,10,Sea,3750
23184,2023-12-20,Female,Style 408,3230,10,Rail,6200
72335,2023-06-02,Female,Style 561,380,3,Air,3950
61725,2023-04-24,Female,Style 672,2530,10,Air,7200
14840,2023-01-02,Female,Style 716,1300,10,Air,800
13443,2023-11-08,Male,Style 67,2570,2,Sea,1550
74123,2023-06-21,Female,Style 1235,2350,4,Air,150
74739,2023-08-18,Female,Style 693,1650,10,Air,4400
20711,2023-01-25,Female,Style 1046,1090,4,Air,3600
15657,2023-02-25,Female,Style 651,740,3,Air,4950
93817,2023-02-19,Male,Style 35,1270,3,Rail,1400
85892,2023-04-27,Male,Style 486,3020,2,Sea,5850
76201,2023-06-15,Male,Style 457,2110,7,Rail,1100
66818,2023-11-12,Male,Style 896,360,4,Air,3250
82972,2023-08-06,Male,Style 496,2520,10,Sea,3050
53955,2023-10-22,Female,Style 1354,1220,3,Air,5500
83707,2023-04-27,Male,Style 1141,2070,4,Rail,1800
40177,2023-06-03,Female,Style 1005,2880,8,Sea,7300
88172,2023-10-02,Male,Style 1232,1130,4,Sea,6900
43055,2023-05-12,Female,Style 1412,2500,10,Sea,1200
13194,2023-05-25,Female,Style 309,1000,7,Sea,6850
98956,2023-03-11,Male,Style 423,930,10,Sea,1500
38119,2023-09-17,Male,Style 835,30,10,Air,1750
59768,2023-04-28,Female,Style 1255,2840,3,Rail,3650
83137,2023-03-27,Female,Style 1294,2110,7,Air,2200
91453,2023-02-20,Male,Style 1425,2750,3,Air,2050
83759,2023-08-13,Male,Style 181,1450,2,Air,6700
34240,2023-03-05,Female,Style 257,1020,3,Air,3250
97836,2023-07-03,Male,Style 220,1060,3,Sea,2200
76437,2023-06-05,Female,Style 1351,2070,2,Air,2700
81879,2023-12-02,Female,Style 85,1510,10,Sea,6500
10574,2023-01-10,Female,Style 772,3180,6,Sea,5100
57762,2023-06-12,Male,Style 797,3040,7,Air,2350
85515,2023-02-01,Female,Style 544,2880,4,Air,5300
89161,2023-07-03,Female,Style 430,300,10,Sea,7350
75140,2023-01-12,Female,Style 604,1130,10,Sea,3750
96406,2023-03-25,Female,Style 248,2520,10,Sea,7150
33594,2023-08-10,Male,Style 384,1300,10,Air,1950
50383,2023-05-25,Male,Style 1448,1700,10,Air,2200
32125,2023-05-12,Male,Style 1214,1550,10,Sea,2800
36813,2023-12-02,Female,Style 732,690,4,Air,4400
26258,2023-08-04,Female,Style 322,430,8,Air,5450
87615,2023-10-13,Male,Style 611,2000,8,Air,600
25389,2023-01-09,Male,Style 708,630,7,Air,6450
34290,2023-08-15,Female,Style 866,2520,8,Sea,6700
44975,2023-08-13,Female,Style 135,2980,3,Air,600
60928,2023-04-20,Male,Style 142,1510,10,Sea,1400
12338,2023-11-24,Male,Style 1357,90,8,Sea,7000
30767,2023-02-28,Female,Style 1306,3170,2,Air,3650
99503,2023-05-14,Female,Style 871,650,3,Air,5800
73033,2023-05-02,Female,Style 1267,2980,3,Rail,6200
72076,2023-07-19,Male,Style 1273,2200,8,Air,2750
42722,2023-07-27,Female,Style 315,1120,4,Sea,6050
76985,2023-11-13,Male,Style 148,530,3,Air,3650
65280,2023-02-07,Female,Style 956,280,3,Air,6850
47969,2023-12-07,Female,Style 536,2460,4,Sea,150
88110,2023-12-15,Female,Style 715,690,7,Sea,5350
36666,2023-09-28,Female,Style 1148,3050,2,Rail,6050
54311,2023-09-01,Female,Style 1464,510,10,Sea,6200
25855,2023-08-05,Male,Style 1500,300,7,Air,900
21231,2023-04-05,Male,Style 1197,870,10,Air,6550
66558,2023-09-19,Male,Style 458,430,3,Air,6450
60744,2023-09-24,Male,Style 228,1600,6,Sea,6750
84312,2023-02-12,Female,Style 566,960,3,Rail,4200
34082,2023-07-20,Male,Style 855,2470,3,Rail,550
24469,2023-12-26,Male,Style 298,890,3,Air,5400
79402,2023-03-18,Male,Style 329,1980,7,Air,2050
39416,2023-03-01,Male,Style 1121,2540,4,Sea,4150
89713,2023-02-09,Male,Style 9,2470,7,Air,6200
29872,2023-06-16,Female,Style 649,270,10,Air,7050
71690,2023-06-27,Female,Style 985,2250,8,Sea,1450
33394,2023-01-12,Male,Style 53,300,3,Air,4250
65053,2023-09-19,Male,Style 632,220,3,Air,2250
44492,2023-05-20,Female,Style 290,2560,2,Sea,6500
31278,2023-09-24,Male,Style 971,90,7,Air,7300
32077,2023-05-07,Male,Style 792,990,7,Air,1700
83532,2023-04-03,Female,Style 320,1670,7,Rail,6300
39582,2023-08-08,Male,Style 274,2400,3,Air,3350
98350,2023-07-20,Male,Style 1398,2450,2,Sea,4200
16106,2023-06-13,Male,Style 1201,20,7,Air,400
65440,2023-05-16,Male,Style 1161,2090,2,Sea,2650
99633,2023-10-28,Female,Style 1135,170,10,Rail,5700
59866,2023-01-04,Male,Style 220,910,10,Air,2100
77269,2023-01-06,Female,Style 1198,3090,3,Rail,2150
16962,2023-09-10,Male,Style 469,950,7,Sea,6850
50810,2023-10-09,Female,Style 138,2850,3,Air,5200
82589,2023-12-13,Male,Style 109,240,8,Sea,3950
92988,2023-08-22,Male,Style 1220,3180,3,Air,3650
59444,2023-08-17,Male,Style 1491,2690,6,Sea,500
66014,2023-08-02,Female,Style 784,2170,10,Air,4050
33259,2023-03-11,Male,Style 1093,3130,7,Air,4700
85196,2023-01-18,Male,Style 1373,2230,4,Sea,5700
59636,2023-11-21,Female,Style 732,840,8,Sea,6200
92208,2023-03-06,Male,Style 1050,910,6,Air,4000
83821,2023-06-11,Male,Style 332,1930,4,Rail,4250
31110,2023-06-22,Male,Style 100,1270,3,Sea,3350
11635,2023-01-22,Male,Style 791,2970,6,Air,150
80071,2023-02-07,Male,Style 264,170,6,Air,600
49372,2023-08-11,Male,Style 445,2630,2,Sea,2850
27995,2023-11-07,Male,Style 1370,3420,6,Rail,150
53687,2023-11-01,Male,Style 204,1110,4,Sea,2050
74861,2023-06-09,Female,Style 743,1970,2,Air,2600
31622,2023-05-27,Male,Style 59,290,3,Air,600
34174,2023-01-08,Male,Style 954,3350,4,Rail,3500
38417,2023-08-14,Female,Style 800,1230,8,Air,5150
19523,2023-07-03,Male,Style 1275,1970,2,Air,2200
81173,2023-06-10,Male,Style 328,2760,3,Sea,5350
55692,2023-02-20,Female,Style 1238,550,7,Air,2900
95834,2023-09-21,Male,Style 284,790,2,Air,900
93206,2023-03-02,Female,Style 559,1980,8,Sea,4150
57551,2023-08-25,Female,Style 1400,2940,10,Sea,4650
99249,2023-05-04,Male,Style 1300,2550,7,Air,5800
22949,2023-12-09,Female,Style 643,1430,2,Air,1900
91234,2023-05-17,Female,Style 962,1120,10,Air,5650
48471,2023-01-01,Female,Style 702,1390,6,Sea,1200
13704,2023-12-24,Male,Style 1318,1240,6,Sea,6550
22755,2023-08-04,Male,Style 772,1010,7,Air,1700
26041,2023-12-20,Female,Style 510,3400,4,Air,1550
56965,2023-02-22,Female,Style 1157,160,6,Air,6950
57491,2023-05-14,Female,Style 687,2860,3,Air,550
48652,2023-01-27,Female,Style 528,2400,3,Air,5500
75013,2023-11-20,Female,Style 350,3280,3,Air,1000
81543,2023-04-05,Male,Style 366,950,2,Air,500
77911,2023-07-04,Female,Style 145,3140,10,Air,5600
89230,2023-08-27,Female,Style 1262,3260,10,Sea,6000
38689,2023-10-21,Female,Style 1333,1780,3,Air,6750
45522,2023-11-18,Male,Style 200,2090,10,Sea,4300
65690,2023-09-05,Male,Style 1244,3440,8,Air,2350
86065,2023-08-03,Female,Style 1424,1560,2,Air,1200
66549,2023-07-17,Male,Style 707,1840,10,Rail,7300
83264,2023-12-17,Male,Style 1087,470,6,Air,4150
39007,2023-09-21,Female,Style 1321,2630,7,Air,4050
66221,2023-06-19,Male,Style 718,120,2,Air,4900
20831,2023-04-10,Female,Style 115,2350,4,Air,6500
78273,2023-09-08,Female,Style 1054,930,7,Air,900
66927,2023-12-22,Male,Style 272,2290,3,Sea,5000
19982,2023-05-17,Male,Style 430,1610,3,Sea,2600
36005,2023-09-21,Female,Style 1156,2100,7,Sea,5650
84651,2023-11-21,Male,Style 1310,1290,6,Sea,250
44604,2023-03-13,Male,Style 457,560,3,Sea,4900
45749,2023-11-21,Male,Style 110,980,10,Air,6350
41504,2023-05-05,Female,Style 1163,630,6,Air,5050
19827,2023-10-01,Male,Style 614,440,7,Air,6750
63101,2023-11-25,Male,Style 195,870,10,Sea,6650
76706,2023-04-11,Male,Style 620,2290,3,Rail,6500
35533,2023-04-17,Female,Style 539,2520,10,Air,800
23767,2023-12-02,Female,Style 1209,2620,3,Rail,2900
52019,2023-03-07,Female,Style 88,1050,6,Rail,3200
25530,2023-01-25,Male,Style 217,990,4,Rail,6950
85580,2023-09-19,Female,Style 787,2390,8,Air,5750
71501,2023-06-05,Male,Style 927,1910,8,Air,3150
37360,2023-04-14,Female,Style 328,2080,3,Air,4700
11562,2023-12-05,Female,Style 981,3150,3,Sea,4100
77063,2023-12-27,Female,Style 1048,3440,4,Sea,1400
44032,2023-03-01,Female,Style 1470,2710,7,Air,4800
23253,2023-03-17,Female,Style 1422,1570,8,Rail,100
88165,2023-11-27,Male,Style 1477,1500,7,Sea,4950
92415,2023-08-22,Male,Style 624,1140,7,Air,4500
20146,2023-02-19,Female,Style 361,1120,10,Air,5550
27082,2023-09-10,Female,Style 64,1290,6,Sea,6400
16676,2023-05-02,Female,Style 17,70,3,Sea,2400
34658,2023-05-08,Male,Style 55,1810,6,Sea,7150
51247,2023-07-13,Female,Style 973,1430,7,Air,3750
43219,2023-08-18,Female,Style 313,1800,3,Sea,6050
71501,2023-07-20,Male,Style 946,2140,6,Sea,3850
95464,2023-03-07,Male,Style 261,1240,7,Air,4900
42823,2023-02-06,Female,Style 1086,90,7,Rail,6550
98954,2023-06-18,Male,Style 234,1800,4,Air,6550
96294,2023-04-11,Female,Style 1363,3270,8,Air,5800
35446,2023-04-28,Female,Style 352,620,10,Sea,250
93623,2023-10-12,Male,Style 1434,2250,7,Sea,7150
89966,2023-08-05,Male,Style 569,1040,2,Sea,5000
29752,2023-10-13,Male,Style 1244,830,3,Sea,800
75178,2023-10-27,Female,Style 564,2580,8,Air,5900
39089,2023-06-14,Female,Style 401,3180,3,Air,7350
23257,2023-07-27,Male,Style 1505,1740,2,Air,4000
77835,2023-07-02,Female,Style 1031,770,7,Air,5750
22390,2023-09-10,Male,Style 523,1050,2,Rail,6150
86963,2023-08-24,Female,Style 1458,380,3,Sea,950
67407,2023-08-01,Female,Style 1215,2740,6,Sea,200
48213,2023-07-25,Male,Style 1350,3230,3,Air,2450
42024,2023-01-25,Male,Style 1495,1090,7,Air,5300
47828,2023-04-05,Female,Style 94,1990,7,Air,5800
58416,2023-05-12,Male,Style 779,2450,8,Air,6750
46632,2023-03-26,Female,Style 193,490,2,Sea,5500
12737,2023-03-05,Male,Style 1451,1250,2,Air,4950
76466,2023-06-18,Female,Style 1435,1550,8,Sea,4750
19306,2023-11-14,Female,Style 258,2950,7,Air,1800
43629,2023-06-28,Male,Style 512,1900,6,Sea,2950
57632,2023-07-04,Male,Style 1239,2490,8,Air,2200
81955,2023-03-09,Male,Style 239,2670,10,Sea,1900
43641,2023-12-11,Male,Style 434,3440,7,Air,6300
85129,2023-10-20,Female,Style 182,2050,6,Rail,3250
32634,2023-12-03,Male,Style 129,130,4,Air,4700
90200,2023-03-09,Female,Style 1286,2940,6,Air,4750
61096,2023-11-11,Male,Style 950,2330,3,Rail,6900
44593,2023-09-25,Female,Style 784,3110,10,Rail,2250
33358,2023-03-16,Female,Style 1314,1990,4,Air,2700
53711,2023-02-16,Female,Style 523,2900,3,Sea,4650
55252,2023-09-04,Female,Style 348,3360,10,Air,500
31085,2023-09-06,Male,Style 777,3120,2,Air,1400
15910,2023-11-12,Female,Style 908,2670,2,Sea,5150
73258,2023-04-28,Male,Style 20,1190,6,Air,6600
33383,2023-04-17,Female,Style 1180,3270,2,Air,3450
50288,2023-03-20,Male,Style 878,150,6,Air,2450
95207,2023-12-11,Female,Style 440,2940,7,Air,1650
69828,2023-01-16,Female,Style 993,2550,3,Rail,1150
50447,2023-11-02,Female,Style 971,1670,7,Air,1550
22390,2023-05-17,Female,Style 716,1800,10,Sea,2450
41953,2023-10-20,Female,Style 1116,1390,6,Sea,6750
72839,2023-11-12,Male,Style 875,2810,4,Sea,7100
19484,2023-05-11,Male,Style 817,1900,6,Air,300
66771,2023-09-05,Male,Style 726,760,2,Sea,3100
95430,2023-11-08,Female,Style 1355,3430,3,Sea,1850
97997,2023-10-04,Male,Style 1185,350,10,Sea,7350
81072,2023-06-09,Male,Style 1445,1090,6,Air,1950
33883,2023-10-16,Female,Style 697,2500,6,Air,3250
67164,2023-03-12,Male,Style 712,2120,3,Sea,3600
21023,2023-02-05,Male,Style 111,2980,7,Air,4200
56308,2023-02-26,Female,Style 1180,3220,8,Air,3400
94007,2023-06-22,Female,Style 1077,1870,7,Air,2300
81374,2023-07-20,Male,Style 1468,2650,6,Air,450
95275,2023-06-12,Male,Style 192,2410,8,Air,2750
86499,2023-01-07,Female,Style 1417,2070,7,Air,3650
25079,2023-04-13,Male,Style 823,2340,4,Air,950
88196,2023-05-11,Male,Style 510,3050,6,Air,6800
41996,2023-10-19,Male,Style 726,1030,3,Air,350
72440,2023-09-05,Female,Style 1032,1040,6,Air,600
59362,2023-10-20,Female,Style 1276,150,4,Air,3250
46794,2023-01-04,Male,Style 763,3040,7,Rail,7050
75138,2023-11-21,Female,Style 802,3100,6,Sea,300
80858,2023-08-14,Male,Style 599,1950,6,Air,7050
63527,2023-01-28,Female,Style 344,2710,3,Sea,3350
11588,2023-02-12,Female,Style 986,3370,10,Sea,1150
87434,2023-08-09,Male,Style 268,1840,10,Rail,4950
80776,2023-09-21,Male,Style 1362,1580,7,Air,2450
26640,2023-02-21,Male,Style 1365,2850,10,Air,5500
63010,2023-02-15,Male,Style 872,2000,4,Air,500
95964,2023-11-12,Male,Style 318,2620,2,Sea,3050
94477,2023-01-24,Female,Style 1497,2560,7,Sea,2600
47860,2023-01-04,Male,Style 907,2460,4,Rail,5050
74040,2023-06-21,Female,Style 962,1490,4,Sea,6500
31238,2023-04-07,Female,Style 787,200,2,Air,5700
26045,2023-07-12,Male,Style 633,1070,7,Sea,4450
61238,2023-04-26,Female,Style 667,570,7,Air,1000
94285,2023-12-15,Female,Style 547,70,2,Air,5400
93009,2023-10-06,Male,Style 889,1810,10,Sea,1650
14993,2023-06-13,Female,Style 106,3110,7,Rail,2450
24080,2023-04-08,Female,Style 211,460,10,Air,2750
47154,2023-10-09,Female,Style 236,1330,2,Sea,2500
11077,2023-11-17,Female,Style 660,1350,3,Rail,1600
56501,2023-12-06,Male,Style 1376,3140,10,Sea,5400
23681,2023-04-25,Female,Style 1005,2200,10,Rail,4400
81022,2023-07-16,Male,Style 620,610,8,Air,3350
68120,2023-05-17,Female,Style 38,650,7,Air,3300
10593,2023-07-14,Male,Style 568,2220,3,Air,1100
39042,2023-03-18,Female,Style 243,870,4,Sea,3150
17175,2023-07-26,Male,Style 1042,570,4,Air,3750
22100,2023-01-23,Male,Style 553,3040,8,Rail,4350
16091,2023-07-03,Male,Style 899,1100,10,Rail,2750
26713,2023-02-03,Female,Style 447,2650,7,Air,500
11169,2023-03-11,Female,Style 1260,1410,8,Air,3100
45267,2023-06-21,Male,Style 1479,3010,10,Air,5850
55720,2023-10-27,Female,Style 474,700,10,Air,850
78107,2023-09-03,Male,Style 57,750,7,Air,5950
95177,2023-06-06,Male,Style 919,1520,10,Sea,2650
50121,2023-11-23,Male,Style 951,2860,6,Air,4450
97217,2023-11-04,Male,Style 415,1350,7,Air,4050
54004,2023-06-23,Male,Style 1137,1090,7,Sea,800
15609,2023-02-23,Female,Style 590,2910,7,Air,4750
39392,2023-04-19,Female,Style 188,740,10,Rail,4750
44227,2023-01-28,Male,Style 522,1530,2,Sea,6650
98070,2023-09-13,Male,Style 909,320,10,Air,3950
20537,2023-01-18,Male,Style 1347,50,10,Air,100
69063,2023-11-18,Male,Style 112,3280,3,Rail,6350
62043,2023-03-06,Male,Style 1193,1850,4,Air,900
14810,2023-05-28,Female,Style 1303,2950,6,Sea,6950
43039,2023-07-26,Female,Style 189,800,10,Sea,6650
41576,2023-10-25,Female,Style 1456,1540,8,Sea,1250
25290,2023-07-24,Male,Style 1173,2750,2,Air,3900
25918,2023-08-22,Female,Style 340,3060,10,Air,4050
87470,2023-07-20,Female,Style 1127,1380,10,Air,3500
43426,2023-11-20,Female,Style 49,2130,7,Air,5750
67091,2023-04-19,Male,Style 773,1280,8,Sea,4000
36505,2023-07-22,Male,Style 1342,3000,8,Air,3500
40073,2023-10-22,Male,Style 1364,2810,7,Air,7200
28129,2023-08-08,Male,Style 1267,1540,3,Air,2950
58078,2023-08-03,Female,Style 1477,230,2,Air,3550
68055,2023-09-01,Male,Style 245,670,8,Air,1850
