Age,Gender,Race,Marital Status,Education,Native Country,Work Class,Salary Class,Occupation
57,Male,White,Other,Some College,Country 32,Retired,<=50K,Occupation 9
44,Male,Other,Partnered,Master's,Country 14,Retired,<=50K,Occupation 22
40,Female,Black,Married,Bachelor's,Country 8,Government,<=50K,Occupation 21
81,Male,Black,Separated,Some College,Country 15,Government,<=50K,Occupation 3
54,Female,Other,Other,Bachelor's,Country 21,Student,>50K,Occupation 22
63,Male,White,Single,Doctorate,Country 29,Self-Employed,>50K,Occupation 9
24,Female,Black,Other,Master's,Country 18,Unemployed,>50K,Occupation 4
25,Male,Black,Single,Associate,Country 6,Retired,>50K,Occupation 32
88,Male,Hispanic,Widowed,None,Country 37,Unemployed,>50K,Occupation 25
62,Male,White,Other,Doctorate,Country 17,Private,<=50K,Occupation 41
73,Female,White,Divorced,Some College,Country 26,Other,<=50K,Occupation 28
20,Female,Asian,Single,Doctorate,Country 40,Unemployed,>50K,Occupation 37
47,Male,Hispanic,Separated,Doctorate,Country 35,Unemployed,<=50K,Occupation 32
27,Male,Asian,Single,Doctorate,Country 3,Unemployed,>50K,Occupation 23
32,Male,Other,Married,High School,Country 39,Student,>50K,Occupation 13
42,Male,Black,Married,None,Country 33,Other,<=50K,Occupation 34
50,Female,Black,Divorced,Master's,Country 29,Other,<=50K,Occupation 40
20,Female,White,Other,Some College,Country 18,Other,>50K,Occupation 30
27,Male,White,Widowed,Doctorate,Country 2,Private,<=50K,Occupation 15
55,Female,Black,Partnered,Master's,Country 34,Other,>50K,Occupation 36
79,Male,White,Separated,Doctorate,Country 17,Self-Employed,>50K,Occupation 8
77,Male,Hispanic,Single,Associate,Country 20,Private,>50K,Occupation 39
56,Male,Black,Widowed,Master's,Country 40,Private,>50K,Occupation 32
30,Male,Other,Separated,Doctorate,Country 2,Other,>50K,Occupation 14
61,Female,Black,Separated,Associate,Country 7,Student,>50K,Occupation 12
25,Male,Hispanic,Divorced,Associate,Country 9,Government,>50K,Occupation 17
48,Male,Other,Partnered,Bachelor's,Country 14,Other,<=50K,Occupation 24
32,Female,Hispanic,Divorced,Bachelor's,Country 9,Self-Employed,>50K,Occupation 33
52,Female,Other,Partnered,Master's,Country 41,Private,>50K,Occupation 36
89,Male,Black,Separated,Associate,Country 27,Private,<=50K,Occupation 40
32,Male,White,Widowed,Master's,Country 34,Unemployed,<=50K,Occupation 4
36,Female,Asian,Divorced,Associate,Country 2,Unemployed,<=50K,Occupation 22
42,Male,Other,Married,Master's,Country 9,Retired,>50K,Occupation 11
87,Male,Other,Widowed,None,Country 20,Other,>50K,Occupation 33
83,Male,White,Single,Some College,Country 30,Government,<=50K,Occupation 31
31,Male,Hispanic,Separated,High School,Country 15,Private,>50K,Occupation 2
74,Female,Black,Partnered,Master's,Country 16,Student,<=50K,Occupation 26
31,Female,Black,Other,None,Country 10,Unemployed,<=50K,Occupation 4
39,Male,Black,Partnered,Associate,Country 2,Retired,>50K,Occupation 4
54,Female,Asian,Divorced,Some College,Country 9,Private,<=50K,Occupation 13
64,Female,Black,Partnered,High School,Country 37,Unemployed,>50K,Occupation 18
28,Female,Asian,Married,Doctorate,Country 2,Self-Employed,<=50K,Occupation 32
70,Female,Asian,Partnered,None,Country 22,Other,<=50K,Occupation 37
79,Female,Hispanic,Other,Master's,Country 23,Student,>50K,Occupation 40
33,Female,Other,Separated,Master's,Country 32,Unemployed,<=50K,Occupation 13
90,Female,White,Other,Doctorate,Country 7,Government,>50K,Occupation 18
27,Male,Other,Separated,Bachelor's,Country 41,Self-Employed,<=50K,Occupation 22
27,Male,White,Separated,Associate,Country 37,Government,<=50K,Occupation 23
64,Female,Black,Widowed,None,Country 31,Self-Employed,<=50K,Occupation 34
36,Female,Other,Widowed,Master's,Country 25,Other,<=50K,Occupation 4
64,Male,Asian,Divorced,None,Country 19,Student,<=50K,Occupation 27
18,Male,Hispanic,Separated,Doctorate,Country 11,Government,>50K,Occupation 7
27,Female,White,Partnered,Associate,Country 33,Student,<=50K,Occupation 39
26,Male,White,Single,High School,Country 32,Self-Employed,<=50K,Occupation 17
59,Female,Hispanic,Widowed,High School,Country 24,Retired,<=50K,Occupation 4
81,Female,Hispanic,Single,Doctorate,Country 7,Retired,<=50K,Occupation 30
43,Male,Black,Partnered,Associate,Country 38,Other,>50K,Occupation 39
80,Male,Asian,Separated,Some College,Country 10,Other,>50K,Occupation 26
90,Female,Hispanic,Partnered,Master's,Country 14,Retired,<=50K,Occupation 20
72,Male,White,Widowed,High School,Country 14,Self-Employed,<=50K,Occupation 12
43,Male,Hispanic,Partnered,Bachelor's,Country 18,Unemployed,<=50K,Occupation 7
51,Female,Black,Other,None,Country 24,Private,>50K,Occupation 11
20,Female,Other,Partnered,High School,Country 30,Government,>50K,Occupation 6
71,Female,Hispanic,Single,High School,Country 15,Self-Employed,>50K,Occupation 33
88,Male,Hispanic,Separated,Doctorate,Country 10,Retired,<=50K,Occupation 39
71,Female,Black,Single,Some College,Country 6,Other,<=50K,Occupation 11
39,Female,Hispanic,Other,Associate,Country 38,Retired,<=50K,Occupation 15
19,Male,Black,Other,Doctorate,Country 9,Self-Employed,>50K,Occupation 23
86,Female,Hispanic,Other,Associate,Country 31,Other,<=50K,Occupation 30
27,Male,Black,Single,Some College,Country 5,Student,>50K,Occupation 5
66,Male,White,Separated,High School,Country 40,Other,>50K,Occupation 18
60,Male,Black,Partnered,Associate,Country 16,Self-Employed,>50K,Occupation 33
87,Male,Asian,Separated,Associate,Country 5,Other,>50K,Occupation 18
27,Male,Black,Single,Some College,Country 30,Private,<=50K,Occupation 15
41,Female,White,Widowed,Doctorate,Country 23,Retired,<=50K,Occupation 7
72,Female,Black,Separated,Master's,Country 5,Government,>50K,Occupation 5
55,Male,Asian,Widowed,Bachelor's,Country 17,Student,<=50K,Occupation 25
45,Female,Hispanic,Widowed,Some College,Country 23,Self-Employed,>50K,Occupation 12
21,Male,Asian,Single,High School,Country 5,Self-Employed,>50K,Occupation 13
80,Male,Black,Married,Master's,Country 41,Other,<=50K,Occupation 22
37,Male,Black,Married,Doctorate,Country 22,Retired,<=50K,Occupation 39
48,Male,White,Divorced,Some College,Country 41,Self-Employed,>50K,Occupation 3
23,Female,Hispanic,Widowed,Bachelor's,Country 39,Unemployed,>50K,Occupation 23
79,Female,Other,Other,None,Country 17,Unemployed,<=50K,Occupation 23
42,Male,Hispanic,Separated,Doctorate,Country 39,Private,>50K,Occupation 10
87,Female,Black,Divorced,Master's,Country 28,Other,<=50K,Occupation 29
46,Female,Other,Single,Bachelor's,Country 39,Student,<=50K,Occupation 1
87,Male,Other,Widowed,Doctorate,Country 23,Government,>50K,Occupation 39
22,Male,Other,Married,Bachelor's,Country 37,Other,<=50K,Occupation 25
32,Male,Hispanic,Divorced,Associate,Country 2,Government,>50K,Occupation 20
88,Female,Other,Divorced,Associate,Country 35,Student,<=50K,Occupation 38
42,Male,Hispanic,Single,Bachelor's,Country 26,Self-Employed,>50K,Occupation 2
67,Male,Hispanic,Divorced,Master's,Country 20,Retired,>50K,Occupation 18
89,Female,Black,Separated,None,Country 15,Other,<=50K,Occupation 5
39,Female,Asian,Other,Associate,Country 33,Unemployed,<=50K,Occupation 25
88,Male,Hispanic,Partnered,None,Country 38,Other,<=50K,Occupation 13
42,Female,Other,Divorced,Some College,Country 11,Other,<=50K,Occupation 3
70,Male,White,Single,Associate,Country 24,Private,>50K,Occupation 21
37,Male,Black,Partnered,Some College,Country 17,Private,<=50K,Occupation 27
58,Male,Other,Partnered,None,Country 30,Other,<=50K,Occupation 41
31,Male,Asian,Other,Doctorate,Country 13,Student,>50K,Occupation 20
35,Female,Other,Single,Some College,Country 2,Self-Employed,<=50K,Occupation 40
54,Female,Black,Partnered,Bachelor's,Country 27,Retired,>50K,Occupation 25
47,Female,Asian,Other,High School,Country 24,Student,<=50K,Occupation 21
61,Male,Asian,Other,Bachelor's,Country 17,Unemployed,<=50K,Occupation 8
34,Female,Other,Separated,Master's,Country 13,Self-Employed,<=50K,Occupation 30
56,Female,Hispanic,Single,Doctorate,Country 33,Student,<=50K,Occupation 18
64,Male,White,Other,None,Country 20,Student,>50K,Occupation 2
23,Male,Asian,Divorced,None,Country 21,Self-Employed,>50K,Occupation 33
50,Female,White,Divorced,Some College,Country 27,Private,>50K,Occupation 3
22,Female,Other,Other,Some College,Country 16,Government,>50K,Occupation 34
72,Male,Hispanic,Partnered,High School,Country 41,Private,>50K,Occupation 5
20,Female,Black,Partnered,Some College,Country 19,Government,<=50K,Occupation 22
62,Male,Black,Married,Doctorate,Country 22,Self-Employed,>50K,Occupation 40
74,Male,Other,Partnered,None,Country 12,Self-Employed,>50K,Occupation 8
34,Female,Black,Widowed,High School,Country 9,Government,>50K,Occupation 27
28,Male,Asian,Partnered,Doctorate,Country 41,Student,>50K,Occupation 27
65,Female,White,Separated,Doctorate,Country 16,Government,<=50K,Occupation 5
86,Male,Black,Partnered,Bachelor's,Country 21,Other,>50K,Occupation 26
24,Male,Hispanic,Other,Associate,Country 11,Other,<=50K,Occupation 1
86,Male,White,Single,None,Country 36,Other,<=50K,Occupation 17
35,Male,Asian,Divorced,Master's,Country 39,Student,<=50K,Occupation 9
83,Male,Other,Partnered,High School,Country 4,Other,<=50K,Occupation 17
64,Female,Black,Married,Doctorate,Country 13,Unemployed,<=50K,Occupation 17
84,Female,Hispanic,Partnered,Doctorate,Country 5,Other,>50K,Occupation 15
88,Male,White,Single,Bachelor's,Country 15,Unemployed,<=50K,Occupation 4
46,Male,White,Widowed,Associate,Country 14,Government,>50K,Occupation 31
63,Male,White,Other,Associate,Country 12,Other,>50K,Occupation 35
21,Male,Other,Other,Bachelor's,Country 30,Student,<=50K,Occupation 29
48,Female,Black,Married,Associate,Country 5,Government,>50K,Occupation 5
83,Female,Hispanic,Separated,Some College,Country 1,Other,>50K,Occupation 7
86,Female,Hispanic,Other,Bachelor's,Country 30,Retired,>50K,Occupation 29
54,Female,Asian,Widowed,Doctorate,Country 35,Retired,<=50K,Occupation 3
59,Male,White,Separated,Some College,Country 24,Unemployed,<=50K,Occupation 27
33,Female,White,Divorced,None,Country 17,Self-Employed,>50K,Occupation 20
57,Male,Asian,Other,Associate,Country 18,Unemployed,<=50K,Occupation 14
18,Male,White,Separated,Bachelor's,Country 16,Unemployed,<=50K,Occupation 28
66,Male,Other,Partnered,Associate,Country 39,Other,<=50K,Occupation 2
75,Female,Other,Married,Master's,Country 37,Retired,>50K,Occupation 34
84,Male,Black,Single,None,Country 38,Retired,>50K,Occupation 20
68,Male,Hispanic,Separated,Associate,Country 21,Private,>50K,Occupation 16
46,Male,Hispanic,Other,High School,Country 26,Self-Employed,<=50K,Occupation 37
42,Female,Black,Single,Doctorate,Country 32,Unemployed,<=50K,Occupation 34
61,Female,Hispanic,Married,High School,Country 26,Student,<=50K,Occupation 24
60,Male,Hispanic,Married,High School,Country 3,Unemployed,<=50K,Occupation 20
55,Male,Black,Partnered,Doctorate,Country 32,Unemployed,>50K,Occupation 4
76,Male,White,Divorced,Some College,Country 19,Retired,<=50K,Occupation 28
34,Female,Other,Divorced,None,Country 5,Other,>50K,Occupation 40
41,Male,Asian,Widowed,High School,Country 1,Private,>50K,Occupation 6
54,Female,Black,Single,Associate,Country 8,Retired,<=50K,Occupation 39
88,Female,Black,Married,Associate,Country 34,Unemployed,<=50K,Occupation 25
87,Male,Other,Married,High School,Country 30,Government,>50K,Occupation 28
69,Male,Asian,Divorced,High School,Country 12,Unemployed,>50K,Occupation 21
75,Female,Asian,Other,Some College,Country 37,Self-Employed,<=50K,Occupation 19
32,Female,Hispanic,Partnered,Doctorate,Country 41,Self-Employed,<=50K,Occupation 5
30,Female,Asian,Married,Some College,Country 20,Self-Employed,>50K,Occupation 35
47,Male,Asian,Other,Master's,Country 12,Private,<=50K,Occupation 20
22,Male,White,Widowed,Doctorate,Country 13,Government,>50K,Occupation 35
45,Female,Black,Partnered,Doctorate,Country 6,Unemployed,>50K,Occupation 34
38,Female,Black,Married,Master's,Country 18,Unemployed,>50K,Occupation 37
47,Male,White,Divorced,None,Country 38,Unemployed,>50K,Occupation 29
60,Female,White,Other,Bachelor's,Country 17,Private,<=50K,Occupation 3
70,Female,Asian,Separated,None,Country 3,Unemployed,<=50K,Occupation 10
31,Male,Asian,Widowed,Bachelor's,Country 24,Private,>50K,Occupation 38
31,Female,Other,Married,Doctorate,Country 20,Unemployed,>50K,Occupation 3
87,Female,Asian,Partnered,Some College,Country 30,Government,<=50K,Occupation 32
73,Female,Other,Other,Doctorate,Country 37,Unemployed,<=50K,Occupation 1
80,Male,Hispanic,Single,Associate,Country 5,Private,<=50K,Occupation 11
46,Male,Black,Divorced,None,Country 17,Student,<=50K,Occupation 34
68,Male,Asian,Married,Associate,Country 24,Retired,>50K,Occupation 25
75,Male,Hispanic,Partnered,Bachelor's,Country 15,Unemployed,<=50K,Occupation 25
51,Female,Hispanic,Divorced,Bachelor's,Country 25,Student,<=50K,Occupation 30
41,Female,Other,Partnered,Some College,Country 15,Student,>50K,Occupation 19
24,Male,Hispanic,Single,Associate,Country 33,Unemployed,<=50K,Occupation 14
75,Male,Other,Widowed,None,Country 15,Unemployed,>50K,Occupation 23
25,Female,Asian,Divorced,Doctorate,Country 37,Private,<=50K,Occupation 15
48,Male,Other,Separated,Master's,Country 20,Private,<=50K,Occupation 37
23,Female,White,Partnered,Associate,Country 3,Self-Employed,>50K,Occupation 39
60,Male,Other,Other,Master's,Country 26,Student,<=50K,Occupation 15
43,Male,White,Other,Associate,Country 16,Retired,<=50K,Occupation 25
33,Male,Asian,Separated,None,Country 20,Retired,<=50K,Occupation 6
89,Male,White,Married,Associate,Country 29,Student,<=50K,Occupation 18
18,Female,Hispanic,Separated,Doctorate,Country 38,Retired,<=50K,Occupation 23
30,Female,Asian,Other,Doctorate,Country 9,Student,<=50K,Occupation 39
28,Male,Asian,Married,Master's,Country 30,Retired,<=50K,Occupation 12
35,Male,Other,Divorced,High School,Country 40,Retired,>50K,Occupation 3
43,Female,Hispanic,Other,Master's,Country 7,Government,>50K,Occupation 24
46,Female,Asian,Married,Master's,Country 11,Self-Employed,>50K,Occupation 22
60,Male,Other,Married,Some College,Country 13,Private,<=50K,Occupation 41
25,Female,Hispanic,Married,Doctorate,Country 7,Other,<=50K,Occupation 1
84,Female,Other,Widowed,Bachelor's,Country 36,Self-Employed,<=50K,Occupation 12
68,Male,White,Partnered,Associate,Country 21,Self-Employed,<=50K,Occupation 34
57,Female,Asian,Other,High School,Country 19,Retired,>50K,Occupation 7
48,Female,Other,Widowed,Associate,Country 8,Private,>50K,Occupation 10
39,Female,Other,Partnered,High School,Country 34,Retired,<=50K,Occupation 28
59,Male,Other,Married,Bachelor's,Country 30,Private,>50K,Occupation 5
88,Female,Black,Other,None,Country 21,Student,<=50K,Occupation 5
28,Female,Black,Other,None,Country 39,Retired,<=50K,Occupation 6
26,Male,Other,Single,Some College,Country 10,Retired,<=50K,Occupation 12
36,Male,White,Separated,Bachelor's,Country 36,Retired,>50K,Occupation 2
34,Female,Asian,Other,Master's,Country 27,Unemployed,<=50K,Occupation 25
42,Female,Other,Single,Master's,Country 36,Student,>50K,Occupation 9
62,Female,Hispanic,Married,Some College,Country 35,Retired,>50K,Occupation 25
79,Male,White,Widowed,Associate,Country 39,Self-Employed,>50K,Occupation 20
87,Male,Asian,Partnered,High School,Country 16,Unemployed,>50K,Occupation 7
41,Male,White,Widowed,Master's,Country 25,Retired,>50K,Occupation 34
49,Female,White,Separated,Associate,Country 14,Retired,<=50K,Occupation 31
50,Male,Hispanic,Divorced,Master's,Country 20,Student,>50K,Occupation 19
52,Male,Asian,Separated,Master's,Country 6,Retired,>50K,Occupation 41
44,Female,Black,Married,Doctorate,Country 10,Retired,>50K,Occupation 32
77,Male,Hispanic,Other,Some College,Country 12,Other,<=50K,Occupation 41
62,Female,Hispanic,Separated,Some College,Country 11,Private,>50K,Occupation 18
87,Male,Black,Separated,Master's,Country 8,Government,>50K,Occupation 41
20,Male,White,Married,Associate,Country 20,Self-Employed,>50K,Occupation 28
71,Male,White,Other,High School,Country 23,Self-Employed,>50K,Occupation 40
37,Female,Hispanic,Partnered,None,Country 11,Private,>50K,Occupation 28
68,Male,Hispanic,Single,Associate,Country 19,Self-Employed,>50K,Occupation 21
36,Female,Other,Widowed,Associate,Country 18,Unemployed,<=50K,Occupation 10
60,Female,Hispanic,Single,Some College,Country 21,Self-Employed,<=50K,Occupation 39
42,Female,Black,Divorced,High School,Country 35,Private,<=50K,Occupation 34
42,Female,Hispanic,Other,Master's,Country 30,Unemployed,>50K,Occupation 40
88,Female,Hispanic,Other,Associate,Country 14,Self-Employed,<=50K,Occupation 27
51,Male,Asian,Single,Associate,Country 30,Unemployed,<=50K,Occupation 20
52,Male,Black,Married,High School,Country 31,Government,<=50K,Occupation 1
37,Male,Asian,Widowed,Doctorate,Country 17,Other,>50K,Occupation 7
21,Male,White,Divorced,None,Country 2,Other,>50K,Occupation 40
83,Female,White,Partnered,High School,Country 18,Retired,>50K,Occupation 38
39,Female,Other,Married,High School,Country 27,Government,>50K,Occupation 6
87,Female,Hispanic,Married,Associate,Country 29,Student,<=50K,Occupation 33
37,Male,Other,Widowed,Associate,Country 7,Government,<=50K,Occupation 3
46,Male,Other,Widowed,Some College,Country 26,Self-Employed,<=50K,Occupation 39
58,Female,Asian,Married,Master's,Country 33,Unemployed,<=50K,Occupation 11
47,Male,Other,Married,Bachelor's,Country 13,Unemployed,<=50K,Occupation 17
35,Female,Hispanic,Separated,Associate,Country 20,Self-Employed,>50K,Occupation 40
25,Male,Other,Partnered,Master's,Country 9,Government,>50K,Occupation 15
81,Female,Asian,Single,Associate,Country 15,Retired,<=50K,Occupation 16
46,Female,Hispanic,Single,Associate,Country 1,Government,>50K,Occupation 24
74,Female,Black,Widowed,Doctorate,Country 29,Retired,<=50K,Occupation 33
34,Male,Hispanic,Separated,Doctorate,Country 12,Retired,>50K,Occupation 19
44,Male,Other,Single,Doctorate,Country 24,Private,>50K,Occupation 18
85,Male,White,Separated,Master's,Country 6,Unemployed,<=50K,Occupation 35
34,Female,Other,Single,Some College,Country 29,Other,<=50K,Occupation 3
90,Male,Asian,Divorced,Some College,Country 29,Self-Employed,>50K,Occupation 29
18,Male,Hispanic,Separated,Associate,Country 12,Student,>50K,Occupation 18
52,Male,Asian,Single,Doctorate,Country 34,Student,>50K,Occupation 38
36,Female,Asian,Other,Some College,Country 20,Self-Employed,>50K,Occupation 2
42,Male,Asian,Partnered,Doctorate,Country 35,Retired,<=50K,Occupation 5
74,Male,Hispanic,Separated,Doctorate,Country 19,Unemployed,<=50K,Occupation 31
66,Female,Asian,Single,Bachelor's,Country 6,Retired,<=50K,Occupation 25
32,Male,Other,Separated,Bachelor's,Country 24,Student,<=50K,Occupation 29
70,Female,Hispanic,Widowed,Associate,Country 29,Self-Employed,>50K,Occupation 4
66,Male,Black,Married,Doctorate,Country 27,Other,<=50K,Occupation 23
60,Female,White,Other,Doctorate,Country 6,Self-Employed,<=50K,Occupation 23
18,Male,White,Single,High School,Country 5,Student,>50K,Occupation 22
47,Male,White,Separated,None,Country 9,Unemployed,<=50K,Occupation 35
36,Male,Hispanic,Other,Doctorate,Country 9,Private,<=50K,Occupation 39
67,Female,Other,Separated,None,Country 4,Student,<=50K,Occupation 11
63,Male,Asian,Married,Bachelor's,Country 39,Retired,>50K,Occupation 21
